CODIGO_CLIENTE;NOME_CLIENTE;DATA_NASCIMENTO;IDADE_CLIENTE;DESCRICAO_ENDERECO;NUMERO_ENDERECO;NOME_CIDADE;NUMERO_TELEFONE;EMAIL_CLIENTE;OCUPACAO_CLIENTE
569;Henrique Alves;1972-03-27;51;Trevo Milena Dias;57;da Rosa;21 4351-1305;ceciliamoura@ig.com.br;Comissário de bordo
570;Henrique Barbosa;1972-05-23;51;Praça Lima;7;Melo do Oeste;81 3237-8041;fariasluigi@bol.com.br;Consultor
571;Henrique Peixoto;2018-02-13;5;Residencial Melissa da Paz;62;da Cunha;(041) 6657 5400;bsouza@hotmail.com;Chaveiro
572;Henrique Ramos;2009-01-21;15;Morro de Ramos;2;Jesus de Goiás;0800 857 6355;asilveira@martins.org;Consultor de radiestesia
573;Henrique Teixeira;2010-12-16;13;Viela de da Cruz;2;Barros;41 7151-3150;gustavo62@uol.com.br;Gerente de inovações ou novos negócios
574;Henrique da Rocha;2006-02-13;17;Pátio de Barbosa;74;da Mota;31 8052-0024;da-cruzmaysa@uol.com.br;Apicultor
575;Ian Ferreira;1983-12-23;40;Condomínio Pinto;33;Moura do Sul;(041) 0123 7849;aragaostella@uol.com.br;Metalúrgico
576;Ian Gomes;2021-10-31;2;Travessa Ramos;7;Lopes Alegre;0300-908-9497;dpereira@da.br;Agente funerário
577;Ian Pereira;1985-11-09;38;Aeroporto Carvalho;82;Lopes;71 8489-9130;scardoso@mendes.com;Cientista social
578;Ian Sales;1998-06-13;25;Vila da Paz;530;Costela;81 1007-9205;da-costalara@cardoso.com;Profissional de relacionamento com investidores RI
579;Ian da Cunha;1982-05-18;41;Jardim Monteiro;202;Farias;+55 (081) 0668-2407;arthurda-cunha@uol.com.br;Seguidor de compras
580;Igor Correia;1982-08-12;41;Condomínio Gomes;64;Azevedo;(041) 2537 0003;maysacostela@cardoso.com;Artista/Técnico em espetáculos de diversões
581;Igor Duarte;2008-04-07;15;Vereda Maria da Rosa;84;Monteiro;41 0870 6013;isabelfarias@da.br;Prático
582;Igor Rodrigues;1986-10-29;37;Setor Araújo;25;Aragão da Mata;0900-772-5560;martinsdanilo@lima.br;Marcador de luz
583;Isaac Araújo;1979-11-24;44;Colônia da Conceição;84;Araújo do Amparo;+55 71 2842 1328;amendes@bol.com.br;Controlador de vôo
584;Isaac Araújo;1985-05-03;38;Esplanada de Moreira;156;Porto do Oeste;(084) 0917-0637;sarahda-rocha@nogueira.com;Transportador
585;Isaac Barbosa;1980-09-16;43;Pátio Murilo da Costa;865;Farias;0900 680 0827;yuri09@silveira.br;Skatista
586;Isaac Cunha;1982-01-27;42;Lagoa Nathan da Mata;77;Rodrigues de Jesus;(051) 6485 5571;ana-liviamendes@uol.com.br;Percursionista
587;Isaac Lopes;1978-05-22;45;Favela Cavalcanti;460;Rezende das Pedras;(031) 8133-5102;maria-fernandacardoso@gomes.br;Coronel
588;Isaac Moraes;1999-03-14;24;Praia Pedro Campos;616;Teixeira;41 9479-1618;silveiradavi@yahoo.com.br;Naturólogo
589;Isaac Novaes;1980-12-02;43;Condomínio das Neves;7;Costa;+55 (084) 5980 6670;silvafernando@ig.com.br;Meteorologista
590;Isaac Rocha;2002-06-20;21;Residencial de Cardoso;430;da Rocha;0800-447-5329;bcunha@ig.com.br;Torreiro/Torrista
591;Isabel Duarte;1986-04-06;37;Viela Nina da Conceição;794;Rodrigues;+55 (011) 7418-8785;barrossarah@ribeiro.net;Programador
592;Isabel Ferreira;1993-11-06;30;Distrito Peixoto;76;Rocha;+55 (061) 6686 7642;rebeca08@almeida.net;Almirante
593;Isabel Lopes;1981-07-20;42;Lago Gonçalves;583;Aragão de Silveira;31 2292-1262;gabriela53@nunes.com;Leão de chácara
594;Isabel Monteiro;1974-01-06;50;Setor de das Neves;88;Peixoto de Oliveira;+55 84 6555 9810;qbarbosa@da.net;Biotecnólogo
595;Isabel Viana;1977-06-18;46;Campo Caldeira;79;Aragão do Amparo;(031) 5857-6407;alexandremonteiro@cardoso.br;Médico
596;Isabel Viana;1970-02-07;53;Área João Vitor da Costa;29;Martins;(021) 2151-8817;elisa64@peixoto.com;Lixeiro/Coletor de lixo
597;Isabella Araújo;1974-01-20;50;Conjunto de da Mota;99;da Cunha de Farias;41 4641-6568;jpereira@ig.com.br;Avalista
598;Isabella Costa;1985-03-10;38;Lago Luiz Gustavo Ramos;65;Cardoso;+55 (084) 6203 0763;teixeiraenrico@hotmail.com;Mergulhador
599;Isabella Farias;1987-05-09;36;Praça Farias;867;Barros da Serra;+55 (084) 5688 1724;ksantos@ferreira.br;Transcritor
600;Isabella Gomes;2006-04-14;17;Estação Duarte;1;Fogaça;+55 (021) 1103-6617;barrosvitoria@azevedo.com;Gerente de riscos em seguros
601;Isabella Lima;1987-01-22;37;Sítio Bryan Novaes;18;Oliveira;+55 51 1439 0291;cauacavalcanti@correia.com;Intérprete
602;Isabella Ribeiro;1970-05-08;53;Recanto Costela;56;da Rocha da Serra;+55 (084) 4315 2585;alanaaragao@hotmail.com;Policial civil
603;Isabella Silveira;1982-09-29;41;Ladeira de das Neves;7;da Luz do Campo;+55 84 8286 9559;maria-julia88@da.br;Protesista
604;Isabella Teixeira;1997-01-30;26;Campo de Mendes;85;Pires;0900-868-0856;beatriz89@goncalves.com;Secretária
605;Isabelly Aragão;1994-01-28;30;Sítio de Alves;69;Caldeira de Pinto;(061) 8776-6514;emanuellysilveira@yahoo.com.br;Ortesista
606;Isabelly Azevedo;2009-12-09;14;Vale Silveira;85;da Luz do Oeste;(031) 6700 8424;camposigor@ig.com.br;Médico
607;Isabelly Caldeira;2020-10-18;3;Jardim de Moraes;7;Novaes da Prata;(081) 3584 4323;raulnascimento@silveira.com;Ginasta rítmica
608;Isabelly Cardoso;1994-05-09;29;Via de Oliveira;28;Melo de Freitas;+55 71 8801 9966;lavinia11@da.com;Guardador de veículos
609;Isabelly Dias;2023-04-12;0;Alameda Davi Lucca Viana;2;Santos do Sul;+55 (081) 9223-6671;martinssarah@melo.com;Massagista
610;Isabelly Fogaça;1975-11-13;48;Jardim Ferreira;4;Almeida das Flores;41 6168 6508;teixeirakevin@yahoo.com.br;Jornalista
611;Isabelly Ribeiro;2024-01-16;0;Estrada de Rezende;35;Aragão dos Dourados;+55 11 1569 1897;wda-mata@uol.com.br;Engenheiro civil
612;Isabelly Rodrigues;2012-06-27;11;Favela de Cavalcanti;884;Gonçalves;81 7897-1916;da-matabryan@bol.com.br;Jogador de golfe
613;Isabelly Silva;1993-12-08;30;Vale Ana Julia Rodrigues;99;da Costa de Nunes;0500 808 0571;leandro61@uol.com.br;Urbanista
614;Isabelly Silveira;1970-06-06;53;Setor Novaes;35;Silveira;+55 84 8425 0503;nathancampos@araujo.net;Promotor de vendas
615;Isabelly da Costa;1984-12-07;39;Praça de Moraes;460;Silveira de da Cruz;+55 (071) 5163 9058;marcelo38@novaes.br;Profissional de marketing
616;Isadora Barbosa;1988-04-14;35;Fazenda Viana;74;Novaes;+55 41 9134 2527;ada-luz@rocha.br;Esgrimista
617;Isadora Ferreira;2003-10-01;20;Parque Luiza Oliveira;17;Cardoso;+55 11 7482 9098;gmelo@uol.com.br;Tecnólogo em negócios imobiliários
618;Isadora Martins;2013-01-08;11;Feira de Moraes;21;Novaes;+55 71 1070 6521;marcos-viniciusbarbosa@da.br;Torneiro mecânico
619;Isadora Ribeiro;1995-05-18;28;Sítio da Rosa;371;Ramos do Galho;(051) 4836 0399;lucas42@hotmail.com;Atleta de nado sincronizado
620;Isadora Silva;1984-09-04;39;Distrito Clarice Castro;99;da Mota de Gomes;+55 (071) 7075 3183;luiza55@gmail.com;Salgadeira
621;Isadora da Mota;2023-04-22;0;Praia de Duarte;59;Almeida dos Dourados;+55 (051) 8117 0862;oliviacardoso@das.br;Esteticista
622;Isis Barbosa;1995-07-24;28;Lagoa Vicente Pires;81;Rocha;41 1520-9998;gabrielsilveira@uol.com.br;Atleta de canoagem
623;Isis Cardoso;1974-12-29;49;Largo Maria Fernanda Jesus;47;Correia;+55 (084) 4258 8101;helena87@pereira.net;Hostess
624;Joana Castro;2020-04-11;3;Favela Amanda Nogueira;11;Monteiro;+55 (084) 8269-9392;portojoao-lucas@da.com;Agente comunitário de saúde
625;Joana Lima;2002-01-18;22;Setor Porto;22;Barros;+55 51 3714 8045;fernandesbruno@carvalho.net;Policial militar
626;Joana Souza;2019-02-18;4;Trecho de Costa;744;Almeida;81 7371-7754;guilherme66@gmail.com;Procurador de justiça
627;Joaquim Dias;1983-09-03;40;Trevo Bernardo da Mota;68;Barbosa da Praia;61 7522-6522;kda-rosa@gmail.com;Garimpeiro
628;Joaquim Ferreira;1976-12-24;47;Travessa de Gomes;2;Pereira;0300 846 0679;zmoreira@cunha.net;Geógrafo
629;Joaquim Ferreira;2011-03-13;12;Aeroporto de Martins;46;Fernandes;0900-732-1711;santoscaio@hotmail.com;Encanador
630;Joaquim Lima;2003-09-01;20;Avenida de Carvalho;19;Almeida dos Dourados;+55 41 2662-1512;gabriel54@yahoo.com.br;Vigia parlamentar
631;Joaquim Rodrigues;1972-12-21;51;Vila de da Costa;18;Santos da Praia;+55 31 0273-8565;anagomes@bol.com.br;Tecnólogo em rochas ornamentais
632;Joaquim da Cruz;2001-10-15;22;Quadra de Duarte;219;Nogueira da Mata;21 4456 3257;hpereira@ig.com.br;Projetista mecânico
633;João Felipe Azevedo;2005-06-19;18;Alameda de da Rocha;157;Pinto de Correia;+55 71 2634-8255;rezendepedro@fernandes.com;Meredeira
634;João Felipe Caldeira;1995-10-04;28;Campo de Moraes;16;Cardoso;+55 71 3495-6515;silveiraemilly@rocha.br;Fresador
635;João Felipe Melo;2013-03-22;10;Largo Maria Vitória Lima;87;da Conceição;+55 (041) 3625-7750;diogo93@ig.com.br;Dançarino
636;João Felipe Nascimento;2017-07-09;6;Praça Eduardo Rodrigues;608;da Mata;(041) 6537-8169;pedro15@barbosa.net;Administrador
637;João Felipe da Mata;2000-12-19;23;Estação da Rosa;8;Jesus;+55 41 3451-1578;yasmingoncalves@bol.com.br;Gestor público
638;João Felipe da Mota;2023-02-15;0;Trevo Pietra Carvalho;850;Mendes;+55 21 8463-2457;pcardoso@gmail.com;Administrador
639;João Ferreira;1993-03-10;30;Rua de Barbosa;51;Ribeiro;11 2277-5884;silvaana-beatriz@hotmail.com;Jangadeiro
640;João Gabriel Barros;1986-12-19;37;Residencial da Mata;41;Gomes da Praia;+55 31 4794-2273;kamilly49@viana.com;Guitarrista
641;João Gabriel Fogaça;1983-02-03;40;Alameda Nogueira;2;Martins;0800-057-8179;enrico50@yahoo.com.br;Economista
642;João Gabriel Fogaça;2000-12-17;23;Via Marcos Vinicius da Costa;68;Nunes do Oeste;+55 (051) 3197-7932;pietro64@ig.com.br;Neonatologista
643;João Gabriel Melo;2001-03-11;22;Rodovia Catarina das Neves;72;Rodrigues dos Dourados;+55 (071) 2629-0153;leticia59@martins.br;Engenheiro de produto ou produção
644;João Gabriel Ribeiro;1983-01-06;41;Avenida da Paz;9;Rodrigues;+55 (061) 2313-4545;fernandada-costa@ig.com.br;Engenheiro de produto ou produção
645;João Gabriel Rodrigues;2012-11-23;11;Jardim de Campos;29;Aragão;+55 21 5389-9754;azevedolais@da.br;Militar da Marinha
646;João Gomes;2011-05-15;12;Passarela Vieira;36;da Luz;11 5060-6292;goncalveslucas-gabriel@gmail.com;Diretor de produção
647;João Guilherme Azevedo;1987-12-14;36;Estação de Moura;14;Monteiro;+55 (071) 4783 2682;fernandesenzo-gabriel@ig.com.br;Arquivista
648;João Guilherme Barbosa;2006-11-22;17;Trevo Rebeca Ribeiro;1;Viana;11 8201 9151;davi-luiz94@barbosa.com;Marinheiro
649;João Guilherme Correia;2007-05-25;16;Chácara de Farias;93;Barros de Rezende;0300-627-1975;da-motabryan@ramos.net;Profissional de informática
650;João Guilherme Moreira;2019-03-05;4;Área Enzo Caldeira;92;Gomes de Cavalcanti;(031) 1618-2672;diogosales@cardoso.br;Engenheiro agrônomo
651;João Guilherme Sales;2016-06-08;7;Viaduto Porto;25;Sales;+55 81 1085-0630;peixotogabriel@bol.com.br;Cineasta
652;João Guilherme Teixeira;1976-08-25;47;Vila Farias;2;Alves;+55 (071) 8206-9355;lbarbosa@yahoo.com.br;Pedicure
653;João Guilherme Viana;1983-06-20;40;Chácara Antônio Mendes;105;Porto do Norte;(021) 0508-1059;elisabarros@cavalcanti.br;Classificador contábil
654;João Guilherme das Neves;2000-07-17;23;Ladeira da Luz;819;Caldeira;(071) 8554 5806;zsales@viana.com;Chefe de cozinha
655;João Lucas Alves;1985-02-18;38;Ladeira de Araújo;6;da Conceição;+55 (061) 3255-7408;nicolasfernandes@barbosa.org;Lixeiro/Coletor de lixo
656;João Lucas Freitas;2001-12-29;22;Viaduto Carvalho;79;Gomes das Flores;(084) 7133-1947;dsantos@goncalves.br;Engenheiro de horticultura
657;João Lucas Oliveira;2022-01-28;1;Lago de Rocha;59;Alves Alegre;+55 (031) 0282 1421;aragaogabriel@porto.com;Meredeira
658;João Lucas da Rocha;2016-12-23;7;Setor Lima;48;Rodrigues;81 4650 7627;amoraes@gmail.com;Catador de material reciclável
659;João Lucas da Rosa;1987-06-30;36;Vale Lorena Monteiro;7;Rodrigues Alegre;(061) 8199-5933;nunescatarina@da.br;Engenheiro de computação
660;João Martins;1989-05-02;34;Morro de da Paz;909;Caldeira;(081) 2043 7731;kamillyfernandes@yahoo.com.br;Jogador de basquete
661;João Miguel Araújo;2013-12-16;10;Rodovia de Correia;352;Viana;+55 21 0971 1160;lucas31@yahoo.com.br;Técnico em desporto
662;João Miguel Cardoso;1973-07-19;50;Avenida de Fernandes;207;da Paz;+55 (071) 6530-2379;dgomes@yahoo.com.br;Engenheiro metalúrgico
663;João Miguel Castro;1974-04-11;49;Residencial Ana Luiza Correia;82;da Rosa de das Neves;41 0821 1967;moreiracamila@costa.net;Massoterapeuta
664;João Miguel Costela;1974-11-19;49;Praça de Lima;245;Lopes;+55 41 2510 3979;rafaela33@moreira.org;Lactarista hospitalar
665;João Miguel Dias;1995-07-07;28;Morro Benjamin Santos;91;Nogueira de Rodrigues;+55 51 8318 4593;eloah58@ig.com.br;Engenheiro de supply chain ou logística
666;João Miguel Duarte;1977-11-20;46;Colônia de Ferreira;12;Gomes;0900 867 9676;heloisa60@da.br;Pedicure
667;João Miguel Viana;1981-12-08;42;Viaduto Davi Lucca Cardoso;55;Rezende;+55 31 7470-6739;rporto@freitas.br;Protético dentário
668;João Oliveira;2002-11-30;21;Trevo Leonardo Almeida;819;Silva;71 1681 5143;da-luzpedro@gmail.com;Cobrador de ônibus
669;João Oliveira;1986-08-06;37;Passarela de Barros;340;da Cruz Paulista;81 4632-6059;carolinacastro@gmail.com;Gestor público
670;João Pedro Araújo;2010-10-29;13;Campo Maria Luiza Barbosa;6;Oliveira;+55 71 3807-2398;caiomoreira@hotmail.com;Lamboteiro
671;João Pedro Costela;1974-01-04;50;Viela Farias;30;Cardoso do Campo;+55 81 1544 4599;maria-fernandada-mota@gmail.com;Policial civil
672;João Pedro Cunha;2011-09-05;12;Colônia Viana;4;Fogaça do Norte;21 6693 2100;julia79@campos.com;Tecnólogo em produção de bebidas
673;João Pedro Gomes;1976-06-15;47;Área de Correia;48;Melo;+55 (061) 9798 7735;barrosgabrielly@lopes.br;Tecnólogo em Ciências das plantas medicinais
674;João Pedro Vieira;2018-12-07;5;Conjunto Campos;15;Barbosa;+55 (084) 7997 9070;hlima@gmail.com;Agente penitenciário
675;João Pedro da Rocha;2011-02-04;12;Condomínio Matheus Oliveira;94;Peixoto;+55 (021) 2361-9746;oda-cruz@uol.com.br;Soldador
676;João Rodrigues;2003-07-04;20;Via de Azevedo;63;Silveira;(031) 3522 3101;asales@rocha.net;Aeromoça
677;João Vitor Alves;2001-04-03;22;Vale Melo;65;Cavalcanti de Ramos;+55 84 8835 3251;pauloda-cunha@ig.com.br;Tradutor
678;João Vitor Araújo;2021-06-17;2;Viaduto de Moraes;55;Novaes;61 4691 0615;gustavo-henrique00@uol.com.br;Tapeceiro
679;João Vitor Carvalho;2008-05-26;15;Rua da Rosa;91;Teixeira;+55 71 6043 9122;matheus38@gmail.com;Terapeuta ocupacional
680;João Vitor Farias;1980-07-02;43;Trevo de da Costa;738;da Conceição;(051) 6562-8042;ana-claramartins@bol.com.br;Dançarino
681;João Vitor Fernandes;1992-08-20;31;Loteamento de Rocha;383;Peixoto dos Dourados;(031) 0189 3561;leandromoura@costa.br;Microfonista
682;João Vitor Moraes;1988-10-02;35;Rodovia de Nascimento;23;Pires de da Rosa;+55 81 6953-6299;limaenrico@yahoo.com.br;Senador
683;João Vitor Viana;1982-11-25;41;Vale Ribeiro;25;Ribeiro das Flores;+55 (081) 9292-6755;cardosoalexandre@hotmail.com;Engenheiro naval
684;João Vitor da Conceição;1998-10-08;25;Jardim Ana Júlia da Luz;14;Souza;+55 (011) 6732 3352;lsilveira@ig.com.br;Leão de chácara
685;João Vitor da Cunha;2017-11-13;6;Alameda de Vieira;82;Santos Alegre;(031) 1184 4812;maite87@da.br;Arqueólogo
686;João Vitor da Mata;1990-12-12;33;Vale Diogo Jesus;22;Novaes;+55 81 4264 0904;juan51@uol.com.br;Adestrador de animais
687;João da Conceição;2003-10-07;20;Trecho da Mota;7;da Rosa;+55 (051) 4274 3078;joao-lucas66@yahoo.com.br;Ortopedista
688;Juan Campos;1992-09-09;31;Alameda Ana Lívia Santos;70;da Luz;31 2236 4261;piresluiz-miguel@yahoo.com.br;Governanta
689;Juan Fernandes;2011-12-02;12;Parque Murilo Jesus;6;Vieira da Mata;(031) 8987 4393;oda-costa@gmail.com;Engraxate
690;Juan Ferreira;2005-06-27;18;Estrada Jesus;91;Pereira;31 9949-9733;luiz-felipe36@yahoo.com.br;Químico
691;Juan Sales;1974-03-16;49;Passarela da Cunha;872;Moraes do Campo;+55 31 6711 8759;falves@gmail.com;Pintor
692;Juan Sales;1992-02-10;31;Praça de da Mata;34;Moraes;+55 21 1731-1856;maria-cecilia26@uol.com.br;Artista plástico
693;Juan da Cunha;2004-11-25;19;Alameda de Viana;9;Farias;(041) 1801 8677;enogueira@gmail.com;Engraxate
694;Julia Duarte;1976-12-12;47;Colônia de da Mota;83;da Rosa de da Paz;+55 21 3873 8416;miguelrocha@ig.com.br;Projetista mecânico
695;Julia Lima;1985-04-28;38;Vila Fogaça;40;Moura da Prata;+55 51 0385 9416;gustavo50@gmail.com;Soldado
696;Julia Nunes;1974-08-17;49;Área Davi Duarte;90;Teixeira da Prata;+55 (011) 1802-0907;ceciliada-costa@yahoo.com.br;Administrador
697;Julia Pires;1989-04-08;34;Loteamento de da Cunha;86;da Luz;+55 (071) 2458-7643;eloah90@mendes.com;Espeleologista
698;Julia Ramos;1991-02-22;32;Feira Barros;374;da Mota;84 2479-4271;ffreitas@rezende.com;Viveirista
699;Julia da Cruz;1995-08-28;28;Ladeira Kevin Silveira;81;Viana Verde;(021) 2292-3234;vitor-hugocavalcanti@correia.br;Músico
700;Julia da Luz;2000-05-28;23;Sítio de Sales;205;Araújo da Prata;84 6214-7138;caroline46@costela.com;Pintor
701;Julia da Luz;1972-09-08;51;Rua de Rodrigues;393;Peixoto;51 9173 9852;erickcastro@bol.com.br;Carpinteiro
702;Juliana Fernandes;1979-09-05;44;Conjunto Souza;66;Fernandes;+55 84 3096 8165;mirellafogaca@da.com;Soldador
703;Juliana Lima;2023-09-08;0;Área Aragão;800;Azevedo;+55 (084) 0992 1528;vpinto@yahoo.com.br;Médico legista
704;Juliana Moraes;1974-07-29;49;Parque Costela;451;Ramos;+55 81 9582 6072;aaraujo@bol.com.br;Moldureiro
705;Juliana Oliveira;1972-11-19;51;Travessa de da Conceição;3;Oliveira;+55 41 7017-7376;zda-conceicao@hotmail.com;Contra regra
706;Juliana Porto;1976-10-13;47;Vila Ryan Dias;4;Azevedo de Silva;0900 899 4599;luanaalmeida@gmail.com;Ciclista
707;Juliana Silva;2002-01-17;22;Passarela de Costa;291;da Mota;+55 31 5752-6592;ynascimento@fernandes.com;Paisagista
708;Juliana da Conceição;1971-07-24;52;Jardim Amanda Moraes;58;Almeida;+55 (051) 1402-5821;da-rosavinicius@da.com;Recepcionista
709;Júlia Lima;1997-08-19;26;Fazenda de Castro;88;da Costa;51 6797 5535;isadorasales@bol.com.br;Sociólogo
710;Júlia Lopes;2011-11-20;12;Condomínio de Cardoso;3;Barros;+55 (081) 5235 3699;da-conceicaojoana@gmail.com;Administrador público
711;Júlia Nogueira;1982-06-26;41;Vila Alexia Araújo;89;Barbosa;31 0899-6474;pietraazevedo@hotmail.com;Engenheiro de materiais
712;Júlia Santos;1999-02-09;24;Aeroporto Maria Clara Nunes;76;da Luz do Galho;61 9574 1697;barrosraul@hotmail.com;Sargento
713;Júlia Souza;1987-01-10;37;Rua Lima;96;Pereira dos Dourados;71 6551-6531;cardosoolivia@teixeira.br;Capitão
714;Júlia da Mota;1998-03-07;25;Núcleo Lopes;35;Castro;61 5298-9887;vitor-hugo00@yahoo.com.br;Caça-talentos/Olheiro
715;Kaique Campos;1977-10-19;46;Esplanada Cavalcanti;2;da Rocha das Flores;(084) 4094 0684;gustavonovaes@teixeira.com;Apontador de mão-de-obra
716;Kaique Cardoso;2015-10-09;8;Rua da Rocha;66;da Rocha;+55 21 1379-5562;nicole03@uol.com.br;Mensageiro
717;Kaique Correia;1990-05-14;33;Avenida Pedro Lucas Correia;106;Nunes do Galho;51 8109 3710;marcelosilva@bol.com.br;Agente de combate à endemias
718;Kaique Nogueira;1991-12-21;32;Distrito de Ribeiro;7;Mendes;+55 11 1062-4509;vieirapietro@hotmail.com;Atuário
719;Kaique Nunes;2007-09-06;16;Travessa Almeida;33;Melo da Mata;0300 653 0865;meloenzo@castro.org;Presidente da República
720;Kaique Rocha;2008-05-11;15;Via de Pires;56;Ferreira do Sul;+55 (051) 5239-0235;salesmanuela@melo.org;Empregado doméstico
721;Kaique Viana;1979-06-23;44;Recanto Valentina Almeida;990;Porto;+55 (084) 6053 7479;maria-sophia99@gmail.com;Encanador
722;Kaique da Conceição;1985-09-01;38;Alameda da Rocha;471;Moura de Rezende;+55 (081) 1452-1668;maria-clarapeixoto@dias.br;Engenheiro de ergonomia
723;Kamilly Jesus;2000-09-13;23;Recanto Nicole da Paz;35;da Cunha;(021) 8692 5051;oliveiraisabelly@araujo.net;Boticário
724;Kamilly Moura;2010-07-01;13;Feira Maria Eduarda Azevedo;88;Nogueira;+55 (011) 1759-2590;samuelazevedo@bol.com.br;Estatístico
725;Kamilly Nogueira;2013-05-09;10;Condomínio Silveira;41;Pinto;+55 (041) 0681-6645;beatriz58@yahoo.com.br;Fresador
726;Kamilly Novaes;2016-03-22;7;Residencial Enzo Gabriel Freitas;134;Fernandes;+55 11 8507-4355;viniciusoliveira@teixeira.br;Pára-quedista
727;Kamilly Sales;2004-01-05;20;Vereda de Lima;39;Novaes das Pedras;31 9855-1074;maria-sophia78@campos.com;Engenheiro de petróleo
728;Kamilly Teixeira;2013-04-26;10;Área de Cardoso;27;Souza Paulista;0900-452-6319;cpinto@uol.com.br;Papiloscopista
729;Kamilly da Cunha;1972-12-18;51;Trevo de Ramos;10;da Mota de Moreira;+55 31 6050-5394;ana-laurasilva@yahoo.com.br;Guia turistico
730;Kamilly da Mota;2019-06-27;4;Praia Moura;82;Vieira;(061) 1897-3803;ribeiroisabel@ig.com.br;Geólogo
731;Kevin Gomes;2010-02-24;13;Esplanada Erick Almeida;74;Mendes de Nogueira;0800 376 0818;antonio70@caldeira.com;Corretor de seguros
732;Kevin Melo;1974-01-16;50;Vila Nascimento;11;Duarte;71 8420 0226;cauada-luz@bol.com.br;Endocrinologista
733;Kevin Novaes;1982-06-16;41;Área Luana Novaes;1;Moura Grande;+55 (021) 1594-4687;yasmin89@bol.com.br;Pneumologista
734;Kevin Ramos;1973-12-17;50;Lagoa Maria Cecília Rodrigues;41;Novaes;(021) 8716 5115;giovanna99@yahoo.com.br;Tecnólogo em processos químicos
735;Kevin Silveira;2008-01-22;16;Travessa de Vieira;26;Costela de da Conceição;0900-147-4903;mviana@uol.com.br;Personal stylist
736;Kevin da Costa;1970-12-16;53;Viaduto de Vieira;339;Costela do Galho;0500 140 9827;jpinto@caldeira.br;Modelo
737;Kevin da Luz;1993-08-27;30;Viela Laura da Rosa;63;da Cunha do Amparo;(061) 1761 8155;aragaoheloisa@uol.com.br;Trilheiro ou músico de cinema
738;Lara Cardoso;1991-12-27;32;Jardim de Cunha;93;da Cruz;0500 869 5873;ifernandes@das.br;Vendedor
739;Lara Gonçalves;2000-03-26;23;Vale Vieira;39;Moreira;31 7152 7146;da-luzsophia@da.br;Geógrafo
740;Lara Moreira;2022-12-20;1;Trecho Souza;39;da Rosa;+55 21 5913 0045;gustavo-henrique66@da.org;Webmaster
741;Lara Silva;2023-09-12;0;Residencial da Costa;682;Pereira do Oeste;+55 (041) 4884 9150;nataliapereira@duarte.com;Carpinteiro
742;Lara das Neves;2017-01-17;7;Colônia Igor Melo;70;da Rocha;+55 11 1144 4267;elisaalves@moreira.com;Designer de moda
743;Larissa Fernandes;1982-01-22;42;Praça da Conceição;482;Cunha;(084) 7043-8352;brendada-conceicao@porto.net;Corretor de imóveis
744;Larissa Ribeiro;2018-11-04;5;Lago Martins;84;Pires;71 7491 7651;ana-laura44@souza.net;Promotor público/de justiça
745;Larissa Sales;1971-12-06;52;Condomínio de Moraes;4;Correia;51 0328 8694;xvieira@das.com;Alergologista
746;Larissa Santos;2000-10-03;23;Viaduto Luigi Gomes;25;Caldeira;41 6725 5368;rezendemaysa@da.com;Babá
747;Larissa Viana;1973-12-29;50;Via Lara Campos;311;Azevedo de Goiás;41 4186-9929;lmonteiro@yahoo.com.br;Camelô
748;Larissa da Cunha;2005-02-06;18;Feira de Peixoto;95;Nunes dos Dourados;51 5729 8444;fernandesantonio@uol.com.br;Contábil
749;Larissa da Rosa;2018-09-28;5;Trevo Gomes;82;da Luz do Sul;+55 81 3117 5749;azevedojoaquim@hotmail.com;Engenheiro de petróleo
750;Laura Araújo;2016-01-26;7;Trevo Cecília Duarte;38;Cardoso de Costela;+55 21 0182-5967;gabrielda-rocha@uol.com.br;Ceramista
751;Laura Azevedo;1973-03-20;50;Praça Costa;61;da Rosa;71 6275 5322;da-rosacarolina@da.com;Político
752;Laura Castro;1983-03-08;40;Vila de Fogaça;22;Fernandes de da Costa;+55 (061) 4609 9732;maria-eduardada-conceicao@yahoo.com.br;Chapeiro
753;Laura Costela;1979-06-19;44;Estrada Moura;37;Fogaça Paulista;+55 84 7046-2647;noahgomes@hotmail.com;Alfaiate
754;Laura Gomes;1972-11-16;51;Avenida de Pereira;70;Barros;+55 (041) 3081 6708;silveirabreno@yahoo.com.br;Office-boy
755;Laura Monteiro;2022-10-15;1;Favela de Cunha;12;Rodrigues;31 0116 5837;olivia24@gmail.com;Gastrônomo
756;Laura Oliveira;1972-11-23;51;Praça de da Luz;1;Cunha;(011) 1011 8968;giovanna03@viana.br;Navegador
757;Lavínia Aragão;1999-11-10;24;Favela Julia da Rocha;47;Ferreira Paulista;51 2159 2755;isabel11@da.br;Co-piloto
758;Lavínia Aragão;1988-06-08;35;Setor Cecília da Conceição;70;Azevedo do Galho;+55 (051) 9761 2749;pedro-miguel73@bol.com.br;Apontador de mão-de-obra
759;Lavínia Costa;1978-02-24;45;Estação Novaes;213;Vieira;(051) 1352-8723;raquel43@uol.com.br;Revisor
760;Lavínia Rocha;2014-02-09;9;Estação de Moura;393;da Rocha;(021) 5459-6154;thiago53@fogaca.net;Ferroviário
761;Lavínia Rodrigues;1976-09-14;47;Residencial André Moraes;64;Cunha;+55 61 2163-6013;almeidamurilo@nogueira.br;Promotor de vendas
